Main_Category,Sub_Category,Detail_Category,Year,Sheet,GREENHOUSE GAS SOURCE AND SINK CATEGORIES,Gas,Emissions_kt
Total national emissions and removals,Industrial processes and product use,G.  Other product manufacture and use ,2014,Summary1As1_Combined,G.  Other product manufacture and use ,PFCs(1),88.49163841882037
Total national emissions and removals,Total national emissions and removals,,2015,Summary1As1_Combined,Total national emissions and removals,PFCs(1),257.22316213203703
2.  Industrial processes and product use,Industrial processes and product use,,2015,Summary1As1_Combined,2.  Industrial processes and product use,PFCs(1),257.22316213203703
Total national emissions and removals,Industrial processes and product use,B.  Chemical industry,2015,Summary1As1_Combined,B.  Chemical industry,PFCs(1),159.06265583623554
Total national emissions and removals,Industrial processes and product use,C.  Metal industry,2015,Summary1As1_Combined,C.  Metal industry,PFCs(1),10.1334042645381
Total national emissions and removals,Industrial processes and product use,G.  Other product manufacture and use ,2015,Summary1As1_Combined,G.  Other product manufacture and use ,PFCs(1),88.02710203126342
Total national emissions and removals,Total national emissions and removals,,2016,Summary1As1_Combined,Total national emissions and removals,PFCs(1),267.2317828235167
2.  Industrial processes and product use,Industrial processes and product use,,2016,Summary1As1_Combined,2.  Industrial processes and product use,PFCs(1),267.2317828235167
Total national emissions and removals,Industrial processes and product use,B.  Chemical industry,2016,Summary1As1_Combined,B.  Chemical industry,PFCs(1),168.837455915557
Total national emissions and removals,Industrial processes and product use,C.  Metal industry,2016,Summary1As1_Combined,C.  Metal industry,PFCs(1),12.83507443559186
Total national emissions and removals,Industrial processes and product use,G.  Other product manufacture and use ,2016,Summary1As1_Combined,G.  Other product manufacture and use ,PFCs(1),85.55925247236787
Total national emissions and removals,Total national emissions and removals,,2017,Summary1As1_Combined,Total national emissions and removals,PFCs(1),386.9175695624334
2.  Industrial processes and product use,Industrial processes and product use,,2017,Summary1As1_Combined,2.  Industrial processes and product use,PFCs(1),386.9175695624334
Total national emissions and removals,Industrial processes and product use,B.  Chemical industry,2017,Summary1As1_Combined,B.  Chemical industry,PFCs(1),290.5781478125644
Total national emissions and removals,Industrial processes and product use,C.  Metal industry,2017,Summary1As1_Combined,C.  Metal industry,PFCs(1),13.54851581209769
Total national emissions and removals,Industrial processes and product use,G.  Other product manufacture and use ,2017,Summary1As1_Combined,G.  Other product manufacture and use ,PFCs(1),82.79090593777134
Total national emissions and removals,Total national emissions and removals,,2018,Summary1As1_Combined,Total national emissions and removals,PFCs(1),134.94397124161105
2.  Industrial processes and product use,Industrial processes and product use,,2018,Summary1As1_Combined,2.  Industrial processes and product use,PFCs(1),134.94397124161105
Total national emissions and removals,Industrial processes and product use,B.  Chemical industry,2018,Summary1As1_Combined,B.  Chemical industry,PFCs(1),45.8526985539094
Total national emissions and removals,Industrial processes and product use,C.  Metal industry,2018,Summary1As1_Combined,C.  Metal industry,PFCs(1),9.41428480658285
Total national emissions and removals,Industrial processes and product use,G.  Other product manufacture and use ,2018,Summary1As1_Combined,G.  Other product manufacture and use ,PFCs(1),79.67698788111879
Total national emissions and removals,Total national emissions and removals,,2019,Summary1As1_Combined,Total national emissions and removals,PFCs(1),200.8581765675987
2.  Industrial processes and product use,Industrial processes and product use,,2019,Summary1As1_Combined,2.  Industrial processes and product use,PFCs(1),200.8581765675987
Total national emissions and removals,Industrial processes and product use,B.  Chemical industry,2019,Summary1As1_Combined,B.  Chemical industry,PFCs(1),119.07483732991965
Total national emissions and removals,Industrial processes and product use,C.  Metal industry,2019,Summary1As1_Combined,C.  Metal industry,PFCs(1),5.61767666357696
Total national emissions and removals,Industrial processes and product use,G.  Other product manufacture and use ,2019,Summary1As1_Combined,G.  Other product manufacture and use ,PFCs(1),76.16566257410209
Total national emissions and removals,Total national emissions and removals,,2020,Summary1As1_Combined,Total national emissions and removals,PFCs(1),151.13515733409065
2.  Industrial processes and product use,Industrial processes and product use,,2020,Summary1As1_Combined,2.  Industrial processes and product use,PFCs(1),151.13515733409065
Total national emissions and removals,Industrial processes and product use,B.  Chemical industry,2020,Summary1As1_Combined,B.  Chemical industry,PFCs(1),75.08823697297159
Total national emissions and removals,Industrial processes and product use,C.  Metal industry,2020,Summary1As1_Combined,C.  Metal industry,PFCs(1),3.84960143195263
Total national emissions and removals,Industrial processes and product use,G.  Other product manufacture and use ,2020,Summary1As1_Combined,G.  Other product manufacture and use ,PFCs(1),72.19731892916643
Total national emissions and removals,Total national emissions and removals,,2021,Summary1As1_Combined,Total national emissions and removals,PFCs(1),192.87758176493475
2.  Industrial processes and product use,Industrial processes and product use,,2021,Summary1As1_Combined,2.  Industrial processes and product use,PFCs(1),192.87758176493475
Total national emissions and removals,Industrial processes and product use,B.  Chemical industry,2021,Summary1As1_Combined,B.  Chemical industry,PFCs(1),120.85207370797806
Total national emissions and removals,Industrial processes and product use,C.  Metal industry,2021,Summary1As1_Combined,C.  Metal industry,PFCs(1),4.32210386133296
Total national emissions and removals,Industrial processes and product use,G.  Other product manufacture and use ,2021,Summary1As1_Combined,G.  Other product manufacture and use ,PFCs(1),67.70340419562372
Total national emissions and removals,Total national emissions and removals,,1990,Summary1As1_Combined,Total national emissions and removals,SF6 (kt),0.05288630573414
2.  Industrial processes and product use,Industrial processes and product use,,1990,Summary1As1_Combined,2.  Industrial processes and product use,SF6 (kt),0.05288630573414
Total national emissions and removals,Industrial processes and product use,C.  Metal industry,1990,Summary1As1_Combined,C.  Metal industry,SF6 (kt),0.01698125
Total national emissions and removals,Industrial processes and product use,G.  Other product manufacture and use ,1990,Summary1As1_Combined,G.  Other product manufacture and use ,SF6 (kt),0.03590505573414
Total national emissions and removals,Total national emissions and removals,,1991,Summary1As1_Combined,Total national emissions and removals,SF6 (kt),0.05545701674504
2.  Industrial processes and product use,Industrial processes and product use,,1991,Summary1As1_Combined,2.  Industrial processes and product use,SF6 (kt),0.05545701674504
Total national emissions and removals,Industrial processes and product use,C.  Metal industry,1991,Summary1As1_Combined,C.  Metal industry,SF6 (kt),0.01698125
Total national emissions and removals,Industrial processes and product use,G.  Other product manufacture and use ,1991,Summary1As1_Combined,G.  Other product manufacture and use ,SF6 (kt),0.03847576674504
Total national emissions and removals,Total national emissions and removals,,1992,Summary1As1_Combined,Total national emissions and removals,SF6 (kt),0.05827520672488
2.  Industrial processes and product use,Industrial processes and product use,,1992,Summary1As1_Combined,2.  Industrial processes and product use,SF6 (kt),0.05827520672488
Total national emissions and removals,Industrial processes and product use,C.  Metal industry,1992,Summary1As1_Combined,C.  Metal industry,SF6 (kt),0.01698125
Total national emissions and removals,Industrial processes and product use,G.  Other product manufacture and use ,1992,Summary1As1_Combined,G.  Other product manufacture and use ,SF6 (kt),0.04129395672488
Total national emissions and removals,Total national emissions and removals,,1993,Summary1As1_Combined,Total national emissions and removals,SF6 (kt),0.05098350085002
2.  Industrial processes and product use,Industrial processes and product use,,1993,Summary1As1_Combined,2.  Industrial processes and product use,SF6 (kt),0.05098350085002
Total national emissions and removals,Industrial processes and product use,C.  Metal industry,1993,Summary1As1_Combined,C.  Metal industry,SF6 (kt),0.01698125
Total national emissions and removals,Industrial processes and product use,G.  Other product manufacture and use ,1993,Summary1As1_Combined,G.  Other product manufacture and use ,SF6 (kt),0.03400225085002
Total national emissions and removals,Total national emissions and removals,,1994,Summary1As1_Combined,Total national emissions and removals,SF6 (kt),0.05294168695483
2.  Industrial processes and product use,Industrial processes and product use,,1994,Summary1As1_Combined,2.  Industrial processes and product use,SF6 (kt),0.05294168695483
Total national emissions and removals,Industrial processes and product use,C.  Metal industry,1994,Summary1As1_Combined,C.  Metal industry,SF6 (kt),0.01698125
