Category,Year,Sheet,Gas,Emissions_kt
H. Urea application,1992,Summary1As2,Net CO2 emissions/removals (kt),236.64799472888703
J.  Other ,1992,Summary1As2,Net CO2 emissions/removals (kt),3.29271362266683
"4.  Land use, land-use change and forestry  (4)",1992,Summary1As2,Net CO2 emissions/removals (kt),2374.4276213895605
A. Forest land (4),1992,Summary1As2,Net CO2 emissions/removals (kt),-14953.63368924997
B. Cropland (4),1992,Summary1As2,Net CO2 emissions/removals (kt),14195.849688742212
C. Grassland (4),1992,Summary1As2,Net CO2 emissions/removals (kt),-806.9337463717778
D. Wetlands (4),1992,Summary1As2,Net CO2 emissions/removals (kt),649.5706225756257
E. Settlements (4),1992,Summary1As2,Net CO2 emissions/removals (kt),5220.711293515785
G. Harvested wood products ,1992,Summary1As2,Net CO2 emissions/removals (kt),-1931.1365478223136
5.  Waste,1992,Summary1As2,Net CO2 emissions/removals (kt),1408.0338995909156
C.  Incineration and open burning of waste (5),1992,Summary1As2,Net CO2 emissions/removals (kt),1408.0338995909156
3.  Agriculture,1993,Summary1As2,Net CO2 emissions/removals (kt),1109.19082472245
G. Liming,1993,Summary1As2,Net CO2 emissions/removals (kt),890.4238392064632
H. Urea application,1993,Summary1As2,Net CO2 emissions/removals (kt),215.5353833925925
J.  Other ,1993,Summary1As2,Net CO2 emissions/removals (kt),3.23160212339415
"4.  Land use, land-use change and forestry  (4)",1993,Summary1As2,Net CO2 emissions/removals (kt),1813.7736674374844
A. Forest land (4),1993,Summary1As2,Net CO2 emissions/removals (kt),-15337.25405973761
B. Cropland (4),1993,Summary1As2,Net CO2 emissions/removals (kt),14342.844143492755
C. Grassland (4),1993,Summary1As2,Net CO2 emissions/removals (kt),-963.8176831323826
D. Wetlands (4),1993,Summary1As2,Net CO2 emissions/removals (kt),632.1094414084321
E. Settlements (4),1993,Summary1As2,Net CO2 emissions/removals (kt),5126.087215896041
G. Harvested wood products ,1993,Summary1As2,Net CO2 emissions/removals (kt),-1986.195390489751
5.  Waste,1993,Summary1As2,Net CO2 emissions/removals (kt),1357.3670305573405
C.  Incineration and open burning of waste (5),1993,Summary1As2,Net CO2 emissions/removals (kt),1357.3670305573405
3.  Agriculture,1994,Summary1As2,Net CO2 emissions/removals (kt),1112.3078198511855
G. Liming,1994,Summary1As2,Net CO2 emissions/removals (kt),890.6279511511387
H. Urea application,1994,Summary1As2,Net CO2 emissions/removals (kt),218.43227507866808
J.  Other ,1994,Summary1As2,Net CO2 emissions/removals (kt),3.24759362137874
"4.  Land use, land-use change and forestry  (4)",1994,Summary1As2,Net CO2 emissions/removals (kt),1427.8593689810348
A. Forest land (4),1994,Summary1As2,Net CO2 emissions/removals (kt),-15336.225273423004
B. Cropland (4),1994,Summary1As2,Net CO2 emissions/removals (kt),14325.319961073012
C. Grassland (4),1994,Summary1As2,Net CO2 emissions/removals (kt),-1134.5017252780513
D. Wetlands (4),1994,Summary1As2,Net CO2 emissions/removals (kt),739.4394465041241
E. Settlements (4),1994,Summary1As2,Net CO2 emissions/removals (kt),5038.654028895878
G. Harvested wood products ,1994,Summary1As2,Net CO2 emissions/removals (kt),-2204.827068790923
5.  Waste,1994,Summary1As2,Net CO2 emissions/removals (kt),1163.283836442643
C.  Incineration and open burning of waste (5),1994,Summary1As2,Net CO2 emissions/removals (kt),1163.283836442643
3.  Agriculture,1995,Summary1As2,Net CO2 emissions/removals (kt),1093.2274909132848
G. Liming,1995,Summary1As2,Net CO2 emissions/removals (kt),911.7815067764476
H. Urea application,1995,Summary1As2,Net CO2 emissions/removals (kt),178.4050347589481
J.  Other ,1995,Summary1As2,Net CO2 emissions/removals (kt),3.04094937788912
"4.  Land use, land-use change and forestry  (4)",1995,Summary1As2,Net CO2 emissions/removals (kt),1447.5452364683065
A. Forest land (4),1995,Summary1As2,Net CO2 emissions/removals (kt),-15430.666441632891
B. Cropland (4),1995,Summary1As2,Net CO2 emissions/removals (kt),14519.87560537917
C. Grassland (4),1995,Summary1As2,Net CO2 emissions/removals (kt),-1154.043982499684
D. Wetlands (4),1995,Summary1As2,Net CO2 emissions/removals (kt),826.0298291340741
E. Settlements (4),1995,Summary1As2,Net CO2 emissions/removals (kt),4956.6301202531085
G. Harvested wood products ,1995,Summary1As2,Net CO2 emissions/removals (kt),-2270.279894165468
5.  Waste,1995,Summary1As2,Net CO2 emissions/removals (kt),1130.1359570419413
C.  Incineration and open burning of waste (5),1995,Summary1As2,Net CO2 emissions/removals (kt),1130.1359570419413
3.  Agriculture,1996,Summary1As2,Net CO2 emissions/removals (kt),1195.2641083318638
G. Liming,1996,Summary1As2,Net CO2 emissions/removals (kt),1072.2987376876547
H. Urea application,1996,Summary1As2,Net CO2 emissions/removals (kt),119.95509699595222
J.  Other ,1996,Summary1As2,Net CO2 emissions/removals (kt),3.01027364825692
"4.  Land use, land-use change and forestry  (4)",1996,Summary1As2,Net CO2 emissions/removals (kt),477.1863477679066
A. Forest land (4),1996,Summary1As2,Net CO2 emissions/removals (kt),-15901.514844014428
B. Cropland (4),1996,Summary1As2,Net CO2 emissions/removals (kt),14395.95328040963
C. Grassland (4),1996,Summary1As2,Net CO2 emissions/removals (kt),-1333.628129146921
D. Wetlands (4),1996,Summary1As2,Net CO2 emissions/removals (kt),710.2643606939916
E. Settlements (4),1996,Summary1As2,Net CO2 emissions/removals (kt),4818.817176024591
G. Harvested wood products ,1996,Summary1As2,Net CO2 emissions/removals (kt),-2212.705496198958
5.  Waste,1996,Summary1As2,Net CO2 emissions/removals (kt),1137.1148666002075
C.  Incineration and open burning of waste (5),1996,Summary1As2,Net CO2 emissions/removals (kt),1137.1148666002075
